"Type","Local Number","Message","Field 1","Value 1","Units 1","Field 2","Value 2","Units 2","Field 3","Value 3","Units 3","Field 4","Value 4","Units 4","Field 5","Value 5","Units 5"
"Data",0,"record","timestamp",1049367120,"s","activity_type",10,"","heart_rate",84,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367125,"s","activity_type",10,"","heart_rate",85,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367130,"s","activity_type",10,"","heart_rate",88,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367135,"s","activity_type",10,"","heart_rate",90,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367140,"s","activity_type",10,"","heart_rate",90,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367145,"s","activity_type",10,"","heart_rate",92,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367150,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367155,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367160,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367165,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367170,"s","activity_type",10,"","heart_rate",99,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367175,"s","activity_type",10,"","heart_rate",100,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367180,"s","activity_type",10,"","heart_rate",100,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367185,"s","activity_type",10,"","heart_rate",102,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367190,"s","activity_type",10,"","heart_rate",103,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367195,"s","activity_type",10,"","heart_rate",103,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367200,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367205,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367210,"s","activity_type",10,"","heart_rate",107,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367215,"s","activity_type",10,"","heart_rate",108,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367220,"s","activity_type",10,"","heart_rate",108,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367225,"s","activity_type",10,"","heart_rate",108,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367230,"s","activity_type",10,"","heart_rate",107,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367235,"s","activity_type",10,"","heart_rate",108,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367240,"s","activity_type",10,"","heart_rate",109,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367245,"s","activity_type",10,"","heart_rate",109,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367250,"s","activity_type",10,"","heart_rate",108,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367255,"s","activity_type",10,"","heart_rate",108,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367260,"s","activity_type",10,"","heart_rate",110,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367265,"s","activity_type",10,"","heart_rate",111,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367270,"s","activity_type",10,"","heart_rate",111,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367275,"s","activity_type",10,"","heart_rate",108,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367280,"s","activity_type",10,"","heart_rate",103,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367285,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367290,"s","activity_type",10,"","heart_rate",107,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367295,"s","activity_type",10,"","heart_rate",107,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367300,"s","activity_type",10,"","heart_rate",109,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367305,"s","activity_type",10,"","heart_rate",112,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367310,"s","activity_type",10,"","heart_rate",112,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367315,"s","activity_type",10,"","heart_rate",111,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367320,"s","activity_type",10,"","heart_rate",110,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367325,"s","activity_type",10,"","heart_rate",110,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367330,"s","activity_type",10,"","heart_rate",111,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367335,"s","activity_type",10,"","heart_rate",113,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367340,"s","activity_type",10,"","heart_rate",113,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367345,"s","activity_type",10,"","heart_rate",110,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367350,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367355,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367360,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
