"Type","Local Number","Message","Field 1","Value 1","Units 1","Field 2","Value 2","Units 2","Field 3","Value 3","Units 3","Field 4","Value 4","Units 4","Field 5","Value 5","Units 5"
"Data",0,"record","timestamp",1049366550,"s","activity_type",10,"","heart_rate",117,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366555,"s","activity_type",10,"","heart_rate",117,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366560,"s","activity_type",10,"","heart_rate",117,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366565,"s","activity_type",10,"","heart_rate",115,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366570,"s","activity_type",10,"","heart_rate",115,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366575,"s","activity_type",10,"","heart_rate",104,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366580,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366585,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366590,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366595,"s","activity_type",10,"","heart_rate",104,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366600,"s","activity_type",10,"","heart_rate",104,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366605,"s","activity_type",10,"","heart_rate",104,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366610,"s","activity_type",10,"","heart_rate",104,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366615,"s","activity_type",10,"","heart_rate",104,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366620,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366625,"s","activity_type",10,"","heart_rate",109,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366630,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366635,"s","activity_type",10,"","heart_rate",107,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366640,"s","activity_type",10,"","heart_rate",108,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366645,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366650,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366655,"s","activity_type",10,"","heart_rate",107,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366660,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366665,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366670,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366675,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366680,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366685,"s","activity_type",10,"","heart_rate",99,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366690,"s","activity_type",10,"","heart_rate",100,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366695,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366700,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366705,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366710,"s","activity_type",10,"","heart_rate",102,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366715,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366720,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366725,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366730,"s","activity_type",10,"","heart_rate",107,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366735,"s","activity_type",10,"","heart_rate",107,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366740,"s","activity_type",10,"","heart_rate",107,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366745,"s","activity_type",10,"","heart_rate",104,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366750,"s","activity_type",10,"","heart_rate",92,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366755,"s","activity_type",10,"","heart_rate",94,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366760,"s","activity_type",10,"","heart_rate",98,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366765,"s","activity_type",10,"","heart_rate",99,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366770,"s","activity_type",10,"","heart_rate",98,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366775,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366780,"s","activity_type",10,"","heart_rate",98,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366785,"s","activity_type",10,"","heart_rate",100,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366790,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366795,"s","activity_type",10,"","heart_rate",108,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366800,"s","activity_type",10,"","heart_rate",110,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366805,"s","activity_type",10,"","heart_rate",110,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366810,"s","activity_type",10,"","heart_rate",110,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366815,"s","activity_type",10,"","heart_rate",115,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366820,"s","activity_type",10,"","heart_rate",118,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366825,"s","activity_type",10,"","heart_rate",119,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366830,"s","activity_type",10,"","heart_rate",119,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366835,"s","activity_type",10,"","heart_rate",117,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366840,"s","activity_type",10,"","heart_rate",110,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366845,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366850,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366855,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366860,"s","activity_type",10,"","heart_rate",102,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366865,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366870,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366875,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366880,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366885,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366890,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366895,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366900,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366905,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366910,"s","activity_type",10,"","heart_rate",89,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366915,"s","activity_type",10,"","heart_rate",92,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366920,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366925,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366930,"s","activity_type",10,"","heart_rate",96,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366935,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366940,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366945,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366950,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366955,"s","activity_type",10,"","heart_rate",98,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366960,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366965,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366970,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366975,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366980,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366985,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366990,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049366995,"s","activity_type",10,"","heart_rate",101,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367000,"s","activity_type",10,"","heart_rate",93,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367005,"s","activity_type",10,"","heart_rate",94,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367010,"s","activity_type",10,"","heart_rate",97,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367015,"s","activity_type",10,"","heart_rate",104,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367020,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367025,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367030,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367035,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367040,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367045,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367050,"s","activity_type",10,"","heart_rate",106,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367055,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367060,"s","activity_type",10,"","heart_rate",105,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367065,"s","activity_type",10,"","heart_rate",92,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367070,"s","activity_type",10,"","heart_rate",94,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367075,"s","activity_type",10,"","heart_rate",94,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367080,"s","activity_type",10,"","heart_rate",93,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367085,"s","activity_type",10,"","heart_rate",93,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367090,"s","activity_type",10,"","heart_rate",87,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367095,"s","activity_type",10,"","heart_rate",88,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367100,"s","activity_type",10,"","heart_rate",87,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367105,"s","activity_type",10,"","heart_rate",83,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367110,"s","activity_type",10,"","heart_rate",81,"bpm","speed","0.000","m/s",,,
"Data",0,"record","timestamp",1049367115,"s","activity_type",10,"","heart_rate",80,"bpm","speed","0.000","m/s",,,
